"","Discrim","0 to 1","1 to 2","2 to 3","3 to 4"
"1",0.677345835043546,0.0665130968651219,3.00580652189566,NA,NA
"2",1.01564321589071,-1.39495664563172,1.45100643420687,4.24459796479205,NA
"3",1.26914804523608,-0.310709299937694,1.38860478062137,3.96757435495778,6.16685717915323
"4",0.112222783562222,-1.5205102413045,0.428551480411056,3.28220368010162,NA
"5",2.05690015003985,-0.939423225003642,1.31456900142448,5.02083040046805,NA
"6",0.552952847948955,0.175778726524357,1.67221501202138,4.43538018640585,NA
"7",1.6047939242273,0.53736227412672,2.27281163316478,5.17545155031376,NA
"8",0.178538748278376,-1.13066551370026,0.597503198925741,2.2553795423535,NA
"9",2.52027565866744,-1.1630279124308,1.43819678464966,3.96748885296862,NA
"10",0.21526768038908,-0.640791091902193,1.18063114540851,3.30369920739996,NA
"11",2.37581238841508,-0.410916274483122,2.08000510145775,4.36635756978012,NA
"12",0.247221696253005,-0.61698010936757,0.985682986353271,2.73750365476635,NA
"13",2.5307341064478,-0.752872161251587,1.78736415574342,3.97081967803809,7.58740079953731
"14",0.249383225248565,-0.508047117744938,1.02817134453376,2.6991100822876,NA
"15",2.2671624856504,-0.787808155763525,1.50948509151171,3.93493967350781,6.32379003303797
"16",0.621302277585565,0.336888766170296,2.19043654734011,4.03076343116796,NA
"17",2.4547518384622,0.751632009107769,3.24831621878069,5.64999555824762,NA
"18",1.14084457374888,2.39546511741494,5.76701597383324,NA,NA
"19",0.682574503302263,0.156366521319211,3.66012016782594,NA,NA
"20",2.0013309626089,6.05477409260222,NA,NA,NA
"21",0.662462436958236,2.99916140065543,4.9386493213958,NA,NA
"22",0.805039476581757,0.0689955241418317,2.45563225553458,4.58653155198748,NA
"23",1.23700555089524,-2.13369842556585,0.866688261044402,4.1371951525733,NA
"24",0.00577862333694235,0.574000541259319,2.68035241871879,NA,NA
"25",1.06406801128861,0.834486977611287,3.26869026494892,NA,NA
"26",0.0145431134371172,0.650370713257346,3.46314131447286,NA,NA
"27",0.872279351582214,0.569781079883769,3.45011590477074,NA,NA
"28",0.00255715600154729,-0.0223854911672759,0.851491507624042,2.54916865227878,NA
"29",1.33124250084862,0.719701552562288,1.77888807643439,3.99215058448445,NA
"30",0.0188401050942991,1.78736239618124,3.24943405500382,5.50135049719825,NA
"31",0.881580182486912,2.32252442577213,3.92751271679017,NA,NA
"32",0.388900428512569,2.3866472396823,4.25431421130462,NA,NA
"33",0.0371736721358149,-1.49567504435632,-0.218152069926701,0.641781555197167,1.91899246989411
