"","Discrim","0 to 1","1 to 2","2 to 3","3 to 4"
"1",1.16227612663567,0.12485034647212,3.26810164987782,NA,NA
"2",1.3510416114976,-1.29440686130236,1.58144331818962,4.2342196273811,NA
"3",1.27144313625676,-0.421402810468414,1.24760263289778,4.475904068638,NA
"4",1.16809311429441,-1.44015807969291,0.685369739695802,4.0550491189154,NA
"5",1.11766100325313,-0.811147362684409,0.724331849723561,3.86171998020971,NA
"6",1.12921981804631,-0.0854590747966923,1.35436957924803,4.23307151865145,NA
"7",1.18371439935223,0.20781052662417,1.58221806330702,3.90000526436161,NA
"8",1.39410310419549,-1.16760340366849,1.0020186488037,2.93171256381326,NA
"9",1.69458088174272,-1.10236064249967,0.891371883201815,3.22878080971535,NA
"10",1.33831348024392,-0.588815592627087,1.94371311285332,3.679337755834,NA
"11",1.63114929850582,-0.536081678815045,1.59631637240924,3.48616082042461,NA
"12",1.28818680071988,-0.587521642259408,1.44029652536947,3.53161979669487,NA
"13",1.54574566424445,-0.661138120435311,1.10586031472453,2.95791750096689,NA
"14",1.11553168656185,-0.715220978426992,1.13779830303781,2.97113815301437,NA
"15",1.59698933130363,-1.21859757972565,0.831796448546038,3.08862458654513,NA
"16",1.80327030870516,0.0131428887146638,2.66211230707377,5.14619813608111,NA
"17",2.01419572153225,-0.188479471207048,2.39875541014975,4.64411249590826,NA
"18",1.22210291604892,2.82989674138685,NA,NA,NA
"19",0.885426773593794,0.29434679415828,3.60575804319982,NA,NA
"20",0.324287213723517,3.77149403034084,NA,NA,NA
"21",1.48604054095972,3.43145835282594,4.88139343715066,NA,NA
"22",1.17663546186618,-0.0936939902903325,1.93728624132146,3.95821598507374,NA
"23",1.78456193907766,-1.7898218815997,1.15312913262284,4.30342465509963,NA
"24",0.559441221628369,0.920418259700961,3.37831025518574,NA,NA
"25",0.408508182684773,0.683127186947604,3.16442926761813,NA,NA
"26",0.709539209322414,1.03219660768882,3.81524117271216,NA,NA
"27",0.741311229372802,0.448506583942895,2.85864696983707,NA,NA
"28",0.135070939674203,0.431119955468358,1.34665131072916,2.76567090982313,NA
"29",0.348112335939535,0.457576648928481,1.5628708197325,3.56010644286524,NA
"30",0.0747450298852066,2.37754358433186,3.28727464399588,NA,NA
"31",0.115930087947582,2.63601964585856,NA,NA,NA
"32",0.236820919991045,2.61000943855976,NA,NA,NA
"33",0.208155634698719,-0.779525662194989,0.526193418713809,1.33521359363367,2.74626231310708
