"","Discrim","0 to 1","1 to 2","2 to 3","3 to 4"
"1",0.648995189952805,0.0660177604296807,2.99606624001691,NA,NA
"2",1.00048858363862,-1.38728601535088,1.4503669154547,4.23916797387905,NA
"3",1.22470826295134,-0.308094664068181,1.3766246509717,3.94479592572079,6.12998544615338
"4",0.0943252442205019,-1.52180244734267,0.426734565458172,3.27980873909948,NA
"5",2.00094587009915,-0.927096187116563,1.30695949840275,4.95927599900979,NA
"6",0.526332435256994,0.175207701021948,1.66647005939443,4.4216240664079,NA
"7",1.57196027987144,0.540325830171325,2.26295921193707,5.15572357846066,NA
"8",0.154755917521686,-1.13009772695852,0.595136739463368,2.24933595349377,NA
"9",2.40754598097404,-1.13587822213279,1.41313465879838,3.87786405473776,NA
"10",0.185284210476146,-0.640174651479459,1.17661074091059,3.29502685182946,NA
"11",2.29857232313973,-0.402005492975655,2.05708530472456,4.30642995229118,NA
"12",0.216445172288059,-0.614854135841804,0.981578151236736,2.73213753186939,NA
"13",2.42366768119932,-0.73677807434942,1.75748948082155,3.88548751367525,7.44868579338496
"14",0.215249098269269,-0.506847279824213,1.02512563455492,2.69467827823686,NA
"15",2.17478143306402,-0.772833522696513,1.48422940682096,3.86108953947022,6.22508892528308
"16",0.580167955986506,0.334696171279364,2.17917882328849,4.01328853828519,NA
"17",2.33114413563047,0.740965965804134,3.17025052712381,5.51934603305108,NA
"18",1.12330403451901,2.39583109254908,5.75659531734167,NA,NA
"19",0.65046217715549,0.15540423858701,3.64654812466998,NA,NA
"20",1.97642722574151,6.02738889004315,NA,NA,NA
"21",0.650432822548205,3.00027877966075,4.94362142691788,NA,NA
"22",0.781038031476258,0.0710768271624005,2.4478028796366,4.57288889893806,NA
"23",1.19336041711765,-2.11417068497845,0.860009793389225,4.10784378521638,NA
"24",0.00558046665736223,0.573248937368249,2.68013495371488,NA,NA
"25",1.06690553973077,0.839363986881077,3.27827392071221,NA,NA
"26",0.0138699046703958,0.648970822528008,3.46154203034757,NA,NA
"27",0.868406520333878,0.570115214788872,3.45444062382574,NA,NA
"28",0.00244136148231635,-0.0218389500352388,0.851970394798894,2.55047032383556,NA
"29",1.34543326276493,0.732487455775222,1.7991509140522,4.01690014738504,NA
"30",0.0177032774621355,1.78810722691127,3.25038631821471,5.50610249733492,NA
"31",0.884340326500318,2.32922985559502,3.92947578219045,NA,NA
"32",0.38322740477532,2.38547842080845,4.25046036134165,NA,NA
"33",0.034770896868502,-1.49674311331132,-0.218015556727202,0.642652636015717,1.92069582347257
